account_id,industry,employees,annual_revenue_m,account_tier,existing_customer,tech_stack_maturity,website_visits_30d,pricing_page_visits_30d,content_downloads_30d,competitor_page_visits_30d,decision_maker_engaged,num_stakeholders_engaged,days_since_last_visit,fit_score,intent_score,opportunity_created
ACC1517,Retail,602,149.1,Mid-Market,1,2.9,5,1,1,2,0,1,12,14.9,25.1,0
ACC1518,Education,111,9.9,Mid-Market,0,4.6,5,2,0,0,0,2,4,27.2,23.3,0
ACC1519,Technology,2287,238.2,Enterprise,0,7.4,5,1,1,1,0,1,30,77.7,13.2,0
ACC1520,Healthcare,3262,290.3,Enterprise,0,8.1,11,3,3,1,0,1,4,66.6,51.6,0
ACC1521,Financial Services,90,16.8,SMB,0,7.4,15,1,0,1,0,1,17,58.3,29.0,0
ACC1522,Education,119,10.6,Mid-Market,0,1.9,7,1,0,0,0,4,4,18.4,26.2,0
ACC1523,Retail,748,166.2,Mid-Market,0,7.7,11,3,2,0,0,0,0,43.1,41.5,0
ACC1524,Retail,147,24.6,Mid-Market,0,1.8,5,2,3,0,0,1,13,18.3,28.6,0
ACC1525,Financial Services,230,39.0,Mid-Market,0,7.3,8,4,2,4,1,1,4,59.3,78.4,1
ACC1526,Financial Services,252,44.2,Mid-Market,1,4.8,7,1,4,0,0,2,4,40.1,36.0,0
ACC1527,Technology,20,2.2,SMB,0,6.9,12,2,2,1,0,1,12,56.1,40.2,0
ACC1528,Technology,240,27.3,Mid-Market,0,2.8,10,3,1,1,1,1,3,44.5,57.4,1
ACC1529,Retail,99,13.3,SMB,0,7.8,18,3,3,2,0,0,1,37.7,65.0,0
ACC1530,Retail,128,23.2,Mid-Market,0,2.6,7,4,1,4,1,3,5,20.8,78.5,0
ACC1531,Education,1598,184.9,Enterprise,0,4.2,8,4,1,0,0,1,17,39.0,35.3,0
ACC1532,Education,47,4.7,SMB,0,3.5,10,2,1,0,0,4,1,23.0,41.6,0
ACC1533,Healthcare,704,172.4,Mid-Market,1,2.0,3,1,3,0,1,1,8,12.8,36.4,0
ACC1534,Manufacturing,170,14.2,Mid-Market,0,5.7,4,1,3,0,0,2,1,31.4,28.9,0
ACC1535,Education,170,36.8,Mid-Market,0,9.1,11,1,1,0,0,1,0,42.6,28.8,0
ACC1536,Retail,683,146.1,Mid-Market,0,10.0,7,2,0,1,0,2,4,50.1,31.1,0
ACC1537,Technology,380,49.6,Mid-Market,0,5.7,6,2,2,0,1,2,10,55.3,44.9,1
ACC1538,Financial Services,513,52.9,Mid-Market,0,7.7,7,2,2,1,0,1,3,63.1,36.4,0
ACC1539,Technology,861,90.2,Mid-Market,1,6.0,8,0,1,0,1,1,5,49.5,31.2,0
ACC1540,Education,159,31.6,Mid-Market,0,6.5,11,4,0,0,0,3,6,33.9,46.0,0
ACC1541,Healthcare,110,20.8,Mid-Market,0,4.8,8,1,4,0,0,6,18,27.9,43.7,0
ACC1542,Technology,59,12.6,SMB,0,5.9,6,1,1,2,0,3,17,53.1,30.4,0
ACC1543,Manufacturing,83,19.9,SMB,0,6.6,10,4,0,0,1,2,0,33.6,58.5,0
ACC1544,Healthcare,11314,2236.0,Enterprise,0,4.3,6,2,2,0,0,0,5,69.3,26.3,0
ACC1545,Financial Services,1234,131.4,Enterprise,0,5.3,9,2,2,2,0,6,10,61.5,56.1,1
ACC1546,Technology,42,5.1,SMB,0,5.4,4,4,0,1,1,5,19,51.3,56.0,1
ACC1547,Manufacturing,43,9.6,SMB,0,7.2,10,1,3,1,1,6,0,35.2,69.3,0
ACC1548,Healthcare,457,52.8,Mid-Market,1,3.4,9,3,2,0,0,0,9,15.3,35.0,0
ACC1549,Manufacturing,498,46.0,Mid-Market,0,5.4,5,4,3,1,0,2,18,33.3,46.1,0
ACC1550,Healthcare,499,99.6,Mid-Market,1,9.3,15,0,0,2,0,1,2,35.2,33.9,0
ACC1551,Retail,175,26.0,Mid-Market,0,7.8,7,1,1,0,0,1,2,38.4,22.1,0
ACC1552,Healthcare,207,48.9,Mid-Market,1,8.2,11,1,1,0,0,0,6,28.9,23.5,0
ACC1553,Healthcare,374,71.3,Mid-Market,0,5.5,6,1,2,0,0,1,32,32.5,12.9,0
ACC1554,Retail,273,26.0,Mid-Market,0,6.1,13,1,1,1,0,1,11,33.6,32.3,0
ACC1555,Financial Services,13,3.1,SMB,1,7.5,8,5,5,1,0,1,5,47.0,66.3,0
ACC1556,Technology,181,22.4,Mid-Market,0,8.6,9,3,1,0,0,1,0,63.1,37.6,0
ACC1557,Technology,80,11.0,SMB,1,1.6,5,0,0,2,1,4,8,28.0,40.3,1
ACC1558,Manufacturing,307,45.6,Mid-Market,1,2.9,4,0,1,1,1,5,4,12.3,42.3,0
ACC1559,Healthcare,11858,1051.9,Enterprise,0,8.1,8,2,6,1,0,1,2,81.9,53.9,1
ACC1560,Manufacturing,394,64.8,Mid-Market,0,4.9,6,2,2,1,0,2,6,30.7,36.7,0
ACC1561,Technology,162,16.4,Mid-Market,0,4.2,4,1,6,0,0,2,4,48.4,39.4,0
ACC1562,Technology,811,120.2,Mid-Market,0,3.0,5,7,3,4,1,2,0,50.2,100.0,1
ACC1563,Technology,458,63.9,Mid-Market,0,4.4,4,2,0,0,0,2,12,51.7,18.7,0
ACC1564,Financial Services,422,89.2,Mid-Market,0,2.7,6,1,2,1,0,2,13,45.7,28.1,0
ACC1565,Healthcare,538,116.5,Mid-Market,0,9.7,12,3,0,1,0,2,9,47.9,42.3,0
ACC1566,Financial Services,3545,376.1,Enterprise,1,5.5,5,0,0,1,0,0,18,71.5,5.2,1
ACC1567,Financial Services,56,8.0,SMB,0,5.4,3,1,2,1,1,4,2,51.4,48.5,0
ACC1568,Retail,452,64.8,Mid-Market,0,6.7,11,3,3,2,1,2,3,37.2,74.4,1
ACC1569,Financial Services,73,7.7,SMB,1,7.4,12,1,3,1,0,4,6,47.2,49.4,0
ACC1570,Healthcare,503,108.5,Mid-Market,0,7.4,5,3,3,0,0,1,0,39.9,39.5,0
ACC1571,Manufacturing,74,14.8,SMB,0,7.6,9,2,1,0,1,6,21,36.8,52.8,1
ACC1572,Financial Services,142,16.0,Mid-Market,0,4.2,5,3,1,1,0,3,6,48.2,40.1,0
ACC1573,Healthcare,166,23.6,Mid-Market,0,4.9,10,4,2,1,1,1,3,28.7,67.1,0
ACC1574,Retail,870,85.2,Mid-Market,0,7.0,11,1,1,1,0,0,6,41.9,28.4,0
ACC1575,Education,807,150.7,Mid-Market,0,4.4,3,3,2,2,1,4,3,32.7,64.7,0
ACC1576,Technology,48,4.8,SMB,1,5.5,5,2,2,1,0,2,3,40.7,36.4,0
ACC1577,Education,262,64.9,Mid-Market,0,6.3,12,3,0,1,0,7,5,34.2,58.5,0
ACC1578,Financial Services,97,20.6,SMB,0,7.1,14,3,0,0,0,1,6,57.4,38.6,0
ACC1579,Technology,47,6.9,SMB,0,1.9,7,1,0,2,0,2,5,39.8,29.8,0
ACC1580,Financial Services,184,32.8,Mid-Market,1,6.9,4,1,1,3,0,1,7,46.5,30.4,0
ACC1581,Education,163,38.3,Mid-Market,1,5.0,7,1,0,1,0,1,15,18.0,18.0,0
ACC1582,Financial Services,5737,999.4,Enterprise,0,6.9,9,1,0,0,0,1,0,100.0,22.0,0
ACC1583,Financial Services,429,47.0,Mid-Market,0,7.1,9,4,0,0,0,4,16,60.3,42.0,0
ACC1584,Healthcare,40,5.8,SMB,0,8.7,11,3,1,1,0,0,2,40.2,41.7,0
ACC1585,Technology,117,26.1,Mid-Market,1,8.2,12,1,0,2,0,4,2,50.2,44.1,1
ACC1586,Technology,923,174.9,Mid-Market,0,8.2,7,4,5,1,0,0,9,68.3,54.5,0
ACC1587,Technology,3695,704.4,Enterprise,0,8.4,10,4,3,0,1,2,37,93.5,55.8,1
ACC1588,Technology,31,7.0,SMB,0,6.1,6,3,1,0,0,0,0,53.5,30.2,0
ACC1589,Technology,21,4.9,SMB,0,5.6,6,2,3,1,0,0,11,51.8,32.8,1
ACC1590,Technology,2785,658.3,Enterprise,0,7.2,8,1,1,0,0,1,11,81.5,20.1,0
ACC1591,Healthcare,406,39.0,Mid-Market,0,7.0,10,2,2,1,0,8,8,37.8,59.3,0
ACC1592,Technology,79,13.6,SMB,0,4.9,6,3,1,1,0,1,0,50.0,38.0,0
ACC1593,Financial Services,490,100.9,Mid-Market,0,6.3,8,1,4,2,0,0,9,58.2,39.4,0
ACC1594,Retail,7,1.5,SMB,0,5.4,10,4,0,0,0,1,1,28.9,40.6,0
ACC1595,Financial Services,245,44.9,Mid-Market,0,3.8,9,1,1,0,0,4,0,47.8,34.6,0
ACC1596,Manufacturing,374,40.5,Mid-Market,0,8.1,11,3,1,1,0,1,11,41.1,41.1,0
ACC1597,Technology,813,175.3,Mid-Market,0,5.6,13,3,2,3,0,1,12,58.8,57.3,0
ACC1598,Technology,65,13.2,SMB,0,9.6,11,4,3,1,1,3,22,65.4,70.9,1
ACC1599,Technology,273,25.8,Mid-Market,0,2.2,5,3,0,0,0,2,0,42.8,30.7,0
ACC1600,Technology,73,11.6,SMB,0,4.4,6,2,3,0,0,1,4,48.3,33.6,0
ACC1601,Technology,341,37.4,Mid-Market,0,5.6,13,2,3,0,0,2,0,54.6,48.3,0
ACC1602,Technology,76,10.4,SMB,0,7.8,12,2,2,0,1,3,4,59.5,58.9,1
ACC1603,Technology,143,11.9,Mid-Market,1,6.3,12,2,2,2,0,2,6,44.1,50.3,0
ACC1604,Technology,67,9.9,SMB,0,6.1,8,1,2,0,0,1,7,53.8,25.6,0
ACC1605,Financial Services,570,98.9,Mid-Market,0,3.2,3,4,2,1,1,3,4,48.7,62.3,0
ACC1606,Technology,746,138.3,Mid-Market,0,3.2,3,1,2,0,0,1,12,50.2,16.3,0
ACC1607,Financial Services,180,34.7,Mid-Market,1,6.1,9,1,0,2,0,2,5,43.8,32.7,0
ACC1608,Healthcare,257,57.1,Mid-Market,0,2.8,2,2,0,1,1,1,7,22.6,34.3,0
ACC1609,Manufacturing,37,4.3,SMB,0,4.4,7,3,0,2,0,2,16,25.9,37.2,0
ACC1610,Technology,165,16.6,Mid-Market,0,6.5,15,2,1,0,0,2,1,56.0,43.0,0
ACC1611,Manufacturing,229,51.5,Mid-Market,0,3.5,9,2,1,1,0,4,3,24.6,44.2,0
ACC1612,Healthcare,7383,787.2,Enterprise,0,8.7,6,2,1,2,1,3,7,83.9,54.8,1
ACC1613,Technology,57,14.0,SMB,0,7.9,14,3,0,0,0,2,14,59.7,38.4,0
ACC1614,Retail,1641,366.3,Enterprise,0,2.4,3,4,1,0,1,2,5,33.4,50.2,0
ACC1615,Education,894,147.6,Mid-Market,0,3.6,11,1,2,0,0,1,0,30.8,32.7,0
ACC1616,Technology,352,86.9,Mid-Market,1,1.0,6,0,0,3,0,2,44,28.5,12.1,0
ACC1617,Technology,2407,232.4,Enterprise,0,3.9,3,1,2,1,0,0,12,67.2,18.2,0
ACC1618,Retail,396,52.1,Mid-Market,0,7.0,7,4,4,0,0,3,12,37.7,53.4,0
ACC1619,Manufacturing,405,76.3,Mid-Market,1,4.7,6,0,2,1,0,0,6,19.1,19.1,0
ACC1620,Technology,228,31.8,Mid-Market,1,6.4,14,2,0,0,1,2,7,45.2,50.0,0
ACC1621,Technology,1200,285.4,Enterprise,1,2.5,7,1,2,0,0,0,51,40.9,4.0,0
ACC1622,Financial Services,1017,92.7,Enterprise,1,7.1,9,0,1,1,0,1,9,54.5,21.4,0
ACC1623,Financial Services,108,18.7,Mid-Market,1,4.4,10,1,5,0,1,2,2,37.6,59.7,0
ACC1624,Healthcare,44,7.9,SMB,0,5.5,5,2,1,0,1,2,33,29.6,30.5,0
ACC1625,Financial Services,187,35.7,Mid-Market,1,5.3,3,8,2,0,0,1,7,41.2,59.2,0
ACC1626,Financial Services,86,10.6,SMB,1,3.0,3,0,0,2,0,0,0,32.7,14.1,0
ACC1627,Manufacturing,225,31.9,Mid-Market,0,3.2,4,4,1,1,0,2,8,23.6,40.8,0
ACC1628,Technology,1222,273.0,Enterprise,0,7.4,6,3,1,0,1,5,0,68.3,59.5,1
ACC1629,Technology,135,15.3,Mid-Market,1,6.3,6,1,2,2,0,1,7,44.1,32.4,0
ACC1630,Manufacturing,231,51.0,Mid-Market,0,7.6,7,3,3,0,0,3,17,38.2,41.7,0
ACC1631,Retail,263,46.2,Mid-Market,1,6.1,13,1,2,4,0,0,7,22.5,49.5,0
ACC1632,Healthcare,737,154.5,Mid-Market,0,5.8,7,2,3,4,0,0,4,36.7,51.6,0
ACC1633,Healthcare,13,2.6,SMB,0,2.0,7,3,3,0,1,3,21,17.8,54.7,0
ACC1634,Technology,111,12.8,Mid-Market,0,5.0,9,1,0,2,0,2,26,50.6,24.5,0
ACC1635,Financial Services,322,56.9,Mid-Market,0,5.4,5,4,2,0,1,3,4,53.8,60.4,1
ACC1636,Healthcare,1164,264.8,Enterprise,0,9.4,12,2,2,0,0,0,6,52.4,34.7,0
ACC1637,Technology,129,19.8,Mid-Market,0,6.9,9,2,2,2,1,2,40,57.0,47.3,1
ACC1638,Technology,21,5.1,SMB,0,8.6,12,2,0,0,0,4,1,61.7,40.6,0
ACC1639,Financial Services,547,85.8,Mid-Market,0,6.7,14,1,1,1,1,3,3,60.1,57.4,1
ACC1640,Technology,107,11.2,Mid-Market,0,4.1,8,2,1,0,1,2,5,47.6,45.9,1
ACC1641,Financial Services,52,7.6,SMB,0,5.7,12,3,0,2,0,4,1,52.4,56.2,0
ACC1642,Technology,108,26.1,Mid-Market,0,6.0,4,2,0,1,0,1,3,53.9,24.2,0
ACC1643,Financial Services,192,25.8,Mid-Market,0,3.6,3,1,1,1,1,3,7,46.7,39.7,0
ACC1644,Technology,111,25.3,Mid-Market,0,4.7,7,5,0,1,0,0,2,49.6,43.6,0
ACC1645,Retail,13,3.0,SMB,0,5.1,8,4,2,1,0,0,11,28.0,43.5,0
ACC1646,Healthcare,785,109.5,Mid-Market,0,8.7,11,1,1,2,1,1,4,46.7,51.6,0
ACC1647,Manufacturing,1283,120.8,Enterprise,0,1.3,6,3,2,0,0,4,0,26.6,45.9,0
ACC1648,Manufacturing,570,115.8,Mid-Market,0,7.9,6,1,3,0,1,3,14,42.2,44.3,1
ACC1649,Financial Services,55,7.3,SMB,1,3.6,5,2,1,1,0,2,8,34.4,30.5,0
ACC1650,Technology,188,40.1,Mid-Market,1,2.8,15,0,2,0,0,0,17,33.0,23.1,0
ACC1651,Healthcare,242,37.6,Mid-Market,1,7.9,9,3,3,1,0,4,4,28.3,57.5,0
ACC1652,Healthcare,532,86.4,Mid-Market,0,7.0,5,2,2,3,0,2,0,38.9,47.3,0
ACC1653,Manufacturing,583,123.7,Mid-Market,0,8.0,6,1,2,0,0,3,0,42.6,31.2,0
ACC1654,Financial Services,94,13.6,SMB,0,7.1,10,2,4,0,0,1,15,57.4,39.0,0
ACC1655,Technology,272,42.3,Mid-Market,0,9.6,6,2,1,1,0,1,5,67.2,30.2,1
ACC1656,Technology,443,63.8,Mid-Market,1,6.6,10,2,0,0,1,3,37,47.8,35.3,0
ACC1657,Financial Services,1623,231.2,Enterprise,0,5.2,6,1,4,0,0,0,17,64.6,23.6,0
ACC1658,Healthcare,611,103.5,Mid-Market,0,6.2,9,3,2,0,0,5,0,36.9,53.2,0
ACC1659,Healthcare,682,148.3,Mid-Market,0,8.0,13,2,2,0,0,1,20,43.5,33.7,1
ACC1660,Financial Services,272,38.5,Mid-Market,1,3.9,9,1,3,2,0,1,2,37.3,42.6,0
ACC1661,Education,1530,258.8,Enterprise,1,4.2,9,2,0,0,1,5,6,27.4,51.8,0
ACC1662,Healthcare,416,80.7,Mid-Market,0,4.9,5,1,2,1,0,3,7,30.9,31.9,0
ACC1663,Technology,79,9.9,SMB,1,1.3,7,0,2,1,0,2,0,27.0,28.8,0
ACC1664,Technology,1516,192.8,Enterprise,0,5.8,8,2,2,1,0,3,1,65.6,44.5,0
ACC1665,Technology,606,144.6,Mid-Market,1,1.7,6,2,2,0,1,3,5,33.0,49.8,1
ACC1666,Technology,137,27.8,Mid-Market,1,5.6,4,2,5,0,0,2,10,41.8,39.0,0
ACC1667,Technology,131,23.3,Mid-Market,1,7.2,11,3,1,3,0,3,3,47.0,59.8,1
ACC1668,Technology,359,68.3,Mid-Market,0,4.5,6,1,4,1,0,1,7,51.1,35.3,0
ACC1669,Technology,446,37.9,Mid-Market,0,8.9,13,3,2,0,0,2,4,66.4,48.7,0
ACC1670,Technology,316,58.5,Mid-Market,0,2.6,6,2,2,0,1,1,9,44.5,42.3,0
ACC1671,Retail,366,61.0,Mid-Market,0,7.9,6,4,4,0,0,2,5,40.4,51.7,0
ACC1672,Technology,2230,385.3,Enterprise,1,6.9,9,0,0,1,0,2,19,64.5,16.5,0
ACC1673,Healthcare,985,139.0,Mid-Market,0,2.1,6,2,1,0,0,1,41,26.7,11.3,0
ACC1674,Financial Services,313,29.4,Mid-Market,0,10.0,7,1,1,0,0,4,24,68.9,22.3,1
ACC1675,Education,831,93.8,Mid-Market,0,5.4,4,2,1,0,0,4,1,36.2,32.8,0
ACC1676,Technology,63,15.2,SMB,0,3.7,5,2,0,0,0,1,6,45.9,19.6,0
ACC1677,Financial Services,410,61.3,Mid-Market,0,2.7,8,2,2,0,0,5,6,45.6,43.5,0
ACC1678,Education,2571,409.7,Enterprise,0,5.1,9,3,2,5,1,3,18,50.6,79.3,1
ACC1679,Retail,184,16.4,Mid-Market,0,5.2,8,2,5,2,1,3,4,29.8,74.5,0
ACC1680,Retail,81,7.0,SMB,0,5.7,11,1,2,1,0,1,7,30.6,34.8,1
ACC1681,Technology,104,21.0,Mid-Market,1,4.9,6,2,2,0,0,3,9,39.2,33.6,0
ACC1682,Technology,59,10.1,SMB,0,6.8,16,2,1,0,0,2,1,56.1,44.5,0
ACC1683,Manufacturing,88,14.7,SMB,1,4.7,10,1,1,0,0,0,8,16.3,21.3,0
ACC1684,Education,151,18.3,Mid-Market,0,1.6,8,1,1,1,0,3,2,17.6,34.3,0
ACC1685,Healthcare,39,8.1,SMB,0,5.2,3,1,1,1,0,1,2,28.6,21.2,0
ACC1686,Healthcare,249,27.0,Mid-Market,0,1.0,9,3,1,0,0,1,2,16.5,36.8,0
ACC1687,Technology,790,88.7,Mid-Market,0,6.2,9,1,0,0,0,2,1,60.6,24.5,0
ACC1688,Manufacturing,75,11.9,SMB,0,3.5,9,1,2,2,1,3,0,23.3,60.0,1
ACC1689,Technology,1763,226.8,Enterprise,0,5.8,3,4,1,2,0,2,10,67.8,43.4,0
ACC1690,Financial Services,475,58.0,Mid-Market,0,8.1,8,2,3,1,0,2,28,64.1,34.9,0
ACC1691,Financial Services,934,177.2,Mid-Market,0,3.6,2,1,4,1,0,0,11,53.2,25.0,0
ACC1692,Healthcare,104,19.8,Mid-Market,0,7.6,16,2,1,0,0,2,3,37.1,43.7,0
ACC1693,Technology,743,163.6,Mid-Market,0,4.6,5,2,1,0,0,1,4,54.8,24.3,0
ACC1694,Technology,59,8.9,SMB,0,9.0,6,2,0,0,0,2,7,63.4,23.6,0
ACC1695,Healthcare,778,71.9,Mid-Market,1,4.8,5,0,4,2,0,3,20,22.7,33.7,0
ACC1696,Technology,305,38.6,Mid-Market,0,3.8,3,2,1,1,1,5,2,48.3,53.4,0
ACC1697,Healthcare,502,123.8,Mid-Market,0,6.9,14,1,2,0,0,4,6,38.3,43.5,0
ACC1698,Technology,53,9.6,SMB,1,4.6,10,0,1,1,1,6,6,37.7,53.3,1
ACC1699,Financial Services,76,15.2,SMB,0,3.8,7,1,1,1,0,3,26,46.3,23.5,0
ACC1700,Healthcare,531,43.1,Mid-Market,1,4.5,12,0,1,0,0,0,7,19.6,18.7,0
ACC1701,Technology,71,11.9,SMB,0,5.4,5,1,1,0,0,2,15,51.6,17.1,0
ACC1702,Financial Services,446,38.5,Mid-Market,1,8.2,9,1,1,2,0,2,0,53.1,38.5,0
ACC1703,Technology,41,7.2,SMB,0,1.6,3,2,0,1,0,1,3,38.7,22.7,0
ACC1704,Technology,737,174.3,Mid-Market,1,5.5,12,0,0,0,1,3,9,46.7,37.5,1
ACC1705,Education,49,12.0,SMB,0,6.7,9,1,2,0,1,5,11,33.6,51.8,0
ACC1706,Financial Services,501,86.1,Mid-Market,0,5.9,12,3,2,0,0,3,21,57.0,43.5,0
ACC1707,Retail,551,87.0,Mid-Market,0,8.1,11,3,4,3,1,1,8,42.7,78.3,1
ACC1708,Technology,98,23.6,SMB,0,5.4,4,4,1,2,0,2,3,51.8,47.6,0
ACC1709,Manufacturing,521,101.3,Mid-Market,0,5.1,4,1,0,2,0,0,7,32.5,18.7,0
ACC1710,Manufacturing,343,31.2,Mid-Market,0,6.7,12,2,2,0,0,1,12,36.2,35.3,0
ACC1711,Healthcare,121,19.3,Mid-Market,1,5.7,3,0,1,0,0,1,15,19.9,5.4,0
ACC1712,Financial Services,65,7.9,SMB,0,4.7,8,2,1,1,0,0,28,49.2,21.3,0
ACC1713,Financial Services,19,3.0,SMB,1,6.5,11,3,3,1,0,1,2,43.7,52.4,0
ACC1714,Financial Services,385,60.6,Mid-Market,0,4.2,5,2,4,1,0,1,10,50.4,38.5,0
ACC1715,Education,32,5.7,SMB,1,4.3,10,1,1,1,0,0,2,14.5,28.5,0
ACC1716,Retail,276,38.8,Mid-Market,1,4.4,7,0,3,1,0,3,3,17.0,34.4,0
ACC1717,Education,173,18.7,Mid-Market,0,8.2,10,1,2,0,0,0,1,39.7,27.9,1
ACC1718,Technology,591,97.9,Mid-Market,1,1.0,9,0,3,1,0,1,14,30.6,27.2,0
ACC1719,Manufacturing,165,36.5,Mid-Market,1,6.3,12,1,5,1,0,1,24,22.3,41.4,0
ACC1720,Education,159,30.7,Mid-Market,0,5.6,9,1,0,1,0,4,0,31.0,35.6,0
ACC1721,Technology,633,87.1,Mid-Market,0,2.1,7,1,2,2,0,0,16,45.6,27.4,0
ACC1722,Technology,378,90.4,Mid-Market,0,6.1,8,5,2,1,0,5,2,56.6,67.5,0
ACC1723,Manufacturing,369,86.7,Mid-Market,1,6.5,12,1,0,2,0,1,6,24.8,33.8,0
ACC1724,Healthcare,450,52.0,Mid-Market,0,6.7,3,3,2,1,1,2,13,37.2,50.0,0
ACC1725,Retail,33,2.9,SMB,0,1.0,7,4,4,1,0,1,7,14.6,54.3,0
ACC1726,Technology,654,134.7,Mid-Market,0,8.2,9,1,2,1,0,3,2,66.0,39.7,0
ACC1727,Manufacturing,542,119.6,Mid-Market,0,4.0,5,2,0,0,0,4,23,29.0,21.8,0
ACC1728,Technology,65,15.9,SMB,1,6.9,6,2,1,0,0,2,9,45.4,26.7,0
ACC1729,Technology,178,41.2,Mid-Market,1,7.0,12,3,3,0,1,3,26,46.8,60.1,1
ACC1730,Technology,232,42.2,Mid-Market,0,3.7,4,6,3,0,0,1,18,47.4,48.6,0
ACC1731,Retail,205,34.9,Mid-Market,0,6.8,4,4,2,2,0,2,20,35.3,44.9,0
ACC1732,Manufacturing,377,31.9,Mid-Market,0,4.7,3,3,1,0,0,2,4,29.9,30.1,0
ACC1733,Healthcare,1573,191.8,Enterprise,0,1.4,7,1,2,1,0,1,43,29.5,14.9,0
ACC1734,Financial Services,998,157.8,Mid-Market,0,7.8,5,2,2,1,1,3,19,67.7,47.7,1
ACC1735,Retail,44,8.2,SMB,0,3.9,9,1,0,1,0,0,4,24.3,22.3,1
ACC1736,Financial Services,549,95.9,Mid-Market,0,3.8,5,3,1,1,0,0,22,50.5,25.1,0
ACC1737,Retail,1376,283.8,Enterprise,0,4.7,4,2,1,0,0,0,14,38.7,16.0,0
ACC1738,Financial Services,404,51.5,Mid-Market,0,6.0,6,1,0,1,0,0,12,56.5,14.8,0
ACC1739,Financial Services,1010,177.8,Enterprise,0,5.4,7,3,3,2,0,0,0,59.8,49.3,0
ACC1740,Financial Services,3347,317.9,Enterprise,1,6.6,11,0,2,0,0,1,0,73.4,26.8,1
ACC1741,Financial Services,925,139.0,Mid-Market,0,2.8,3,3,1,0,0,0,11,50.5,21.6,0
ACC1742,Manufacturing,338,70.1,Mid-Market,0,4.0,6,1,0,3,0,0,3,27.2,28.1,0
ACC1743,Healthcare,952,188.4,Mid-Market,1,5.3,8,1,2,0,0,3,0,25.9,34.1,0
ACC1744,Technology,295,73.3,Mid-Market,0,9.3,11,2,0,0,0,3,3,66.4,35.4,1
ACC1745,Retail,252,32.1,Mid-Market,0,5.3,5,1,0,2,0,0,18,30.8,15.9,0
ACC1746,Financial Services,154,25.4,Mid-Market,0,7.7,12,2,1,0,0,2,6,59.9,36.7,0
ACC1747,Healthcare,1867,253.9,Enterprise,0,5.6,5,1,1,1,0,2,9,46.0,24.3,0
ACC1748,Retail,84,13.0,SMB,1,4.5,5,1,4,1,0,3,16,15.6,36.2,0
ACC1749,Healthcare,1793,404.6,Enterprise,0,5.0,3,3,1,0,1,5,3,43.4,54.0,1
ACC1750,Technology,468,91.9,Mid-Market,0,5.2,10,1,1,0,0,3,0,54.4,33.2,0
ACC1751,Education,39,9.0,SMB,0,6.7,6,2,0,0,0,3,3,33.5,28.1,0
ACC1752,Healthcare,394,45.2,Mid-Market,0,8.2,14,3,1,0,1,3,31,41.6,53.3,0
ACC1753,Financial Services,15,3.4,SMB,1,6.2,15,2,1,0,0,1,6,42.7,38.1,0
ACC1754,Technology,551,49.7,Mid-Market,0,7.9,6,1,2,0,0,2,8,64.1,25.2,0
ACC1755,Manufacturing,773,178.6,Mid-Market,0,3.6,7,3,1,0,0,2,14,29.8,32.1,0
ACC1756,Healthcare,113,15.4,Mid-Market,0,4.7,6,2,4,0,0,3,1,27.6,44.5,0
ACC1757,Healthcare,287,38.3,Mid-Market,0,4.1,3,2,1,0,0,3,13,27.1,23.7,0
ACC1758,Retail,3103,518.4,Enterprise,0,6.1,13,2,0,2,1,2,3,58.6,59.8,1
ACC1759,Manufacturing,126,30.2,Mid-Market,0,4.8,8,4,2,0,0,0,4,28.0,41.4,1
ACC1760,Technology,61,5.4,SMB,0,7.0,5,1,1,0,0,1,3,56.8,18.8,0
ACC1761,Financial Services,1679,234.9,Enterprise,0,3.6,8,3,2,1,0,2,1,59.8,47.4,1
ACC1762,Technology,3138,708.0,Enterprise,0,5.6,6,1,1,0,0,3,4,79.3,25.8,0
ACC1763,Manufacturing,245,36.1,Mid-Market,0,6.9,13,2,0,1,0,0,0,36.0,35.6,0
ACC1764,Technology,911,103.7,Mid-Market,0,1.4,5,2,5,3,0,2,18,45.7,52.0,0
ACC1765,Healthcare,1399,212.9,Enterprise,0,9.7,10,2,1,0,0,5,3,55.4,43.7,1
ACC1766,Manufacturing,93,13.5,SMB,1,4.9,10,4,6,1,0,2,10,17.0,68.3,0
ACC1767,Retail,130,30.6,Mid-Market,0,1.4,4,3,3,1,0,3,3,16.8,47.6,0
ACC1768,Financial Services,1212,253.9,Enterprise,0,5.8,4,2,2,0,0,3,2,63.0,33.4,0
ACC1769,Retail,2187,362.8,Enterprise,0,5.6,5,3,1,1,0,1,12,48.8,31.9,0
ACC1770,Technology,508,126.0,Mid-Market,1,5.3,5,0,2,0,0,1,9,44.1,14.5,0
ACC1771,Retail,77,12.3,SMB,0,7.5,10,2,1,1,0,0,2,36.5,34.3,0
ACC1772,Technology,3239,291.2,Enterprise,0,7.0,15,6,0,1,0,1,9,84.8,61.4,0
ACC1773,Financial Services,122,15.2,Mid-Market,1,6.1,14,1,2,2,0,1,0,43.3,46.8,0
ACC1774,Manufacturing,158,24.4,Mid-Market,1,6.4,7,0,3,1,0,2,1,22.6,32.3,0
ACC1775,Technology,381,40.6,Mid-Market,0,5.3,6,3,2,0,0,3,13,54.0,37.9,0
ACC1776,Technology,1845,444.8,Enterprise,0,9.1,6,4,0,1,0,2,5,79.4,41.0,0
